id,desc,memo,ship_skin_id,draw_able_name,parameter,mode,start_value,range,parts_data,ignore_react,react_condition,ignore_action,range_abs,drag_direct,react_pos_x,react_pos_y,offset_circle,offset_x,offset_y,smooth,revert_smooth,revert,save_parameter,revert_action_index,revert_idle_index,gyro,gyro_x,gyro_y,gyro_z,limit_time,listener_data,action_trigger,action_trigger_active,shop_action,relation_parameter
13706118,右侧区域,qiye_10,137061,TouchIdle10,touchIdle10,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle10'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag13','touch_drag14','touch_drag15','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 10}",,
13706119,,qiye_10,137061,TouchDrag10,touch_drag10,1,0,"{0,1}",,1,,1,1,1,,,,0,0,300,300,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
13706120,,qiye_10,137061,TouchIdle11,touchIdle11,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle11'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag13','touch_drag14','touch_drag15','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 3}",,
13706121,,qiye_10,137061,TouchIdle12,touchIdle12,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle12'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag13','touch_drag14','touch_drag15','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 4}",,
13706122,,qiye_10,137061,TouchIdle13,touchIdle13,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle13'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag13','touch_drag14','touch_drag15','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 5}",,
13706123,,qiye_10,137061,TouchIdle14,touchIdle14,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle14'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag13','touch_drag14','touch_drag15','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 6}",,
13706124,,qiye_10,137061,TouchIdle15,touchIdle15,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle15'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag13','touch_drag14','touch_drag15','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 7}",,
13706125,,qiye_10,137061,TouchIdle16,touchIdle16,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle16'}","{enable = {'touch_idle1','touch_idle2','touch_idle3','touch_idle4','touch_idle5','touch_idle6','touch_idle7','touch_idle8','touch_idle9','touch_idle10','touch_idle11','touch_idle12','touch_idle13','touch_idle14','touch_idle15','touch_idle16','touch_idle17','touch_idle18','touch_idle19','touch_idle20','touch_idle21','touch_idle22','idle','idle1','idle2','idle3','idle4','idle6','idle7','idle8','idle9','idle10','idle11','idle12','idle13','idle14','idle15','idle16','idle17','idle18','touch_drag1','touch_drag2','touch_drag3','touch_drag4','touch_drag5','touch_drag6','touch_drag7','touch_drag8','touch_drag11','touch_drag12','touch_drag13','touch_drag14','touch_drag15','touch_drag16','touch_drag17','touch_drag18','touch_drag19'},ignore = {},idle = 8}",,
13706126,,qiye_10,137061,TouchDrag11,touch_drag11,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag11'}","{enable = {},ignore = {},idle = 0}",,
13706127,,qiye_10,137061,TouchDrag12,touch_drag12,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag12'}","{enable = {},ignore = {},idle = 0}",,
13706128,,qiye_10,137061,TouchDrag13,touch_drag13,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag13'}","{enable = {},ignore = {},idle = 0}",,
13706129,,qiye_10,137061,TouchDrag14,touch_drag14,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag14'}","{enable = {},ignore = {},idle = 0}",,
13706130,,qiye_10,137061,TouchDrag15,touch_drag15,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag15'}","{enable = {},ignore = {},idle = 0}",,
13706131,,qiye_10,137061,TouchDrag16,touch_drag16,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag16'}","{enable = {},ignore = {},idle = 0}",,
13706132,,qiye_10,137061,TouchDrag2,touch_drag2,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag2'}",,,
13706133,,qiye_10,137061,TouchDrag3,touch_drag3,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag3'}",,,
30716101,,baifeng_2,307161,TouchDrag1,touch_drag1,1,0,"{0,1}","{parts={0,0.5,1}}",1,"{idle_on={0,17}}",1,1,1,,,,-150,0,100,100,-1,,,,0,0,0,0,1,,,,,
30716102,,baifeng_2,307161,TouchDrag2,touch_drag2,1,0,"{0,1}",,1,,1,1,1,,,,-150,0,100,100,-1,,,,0,0,0,0,1,,,,,
30716103,,baifeng_2,307161,TouchDrag3,touch_drag3,1,0,"{0,1}",,1,,1,1,1,,,,-150,0,100,100,-1,,,,0,0,0,0,1,,,,,
30716104,,baifeng_2,307161,TouchDrag4,touch_drag4,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.3,,"{type = 2,target = 1,circle = true}",,,
30716105,,baifeng_2,307161,TouchIdle1,touchIdle1,1,0,"{0,1}",,1,,1,1,1,,,,-50,0,100,100,-1,,,,0,0,0,0,1,,"{type = 1 ,action = 'touch_idle1',time = 0.1,num = 1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
30716106,,baifeng_2,307161,TouchDrag5,touch_drag5,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag5'}",,,
30716107,,baifeng_2,307161,TouchIdle2,touchIdle2,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle2'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
30716108,,baifeng_2,307161,TouchDrag6,touch_drag6,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag6'}",,,
30716109,,baifeng_2,307161,TouchDrag7,touch_drag7,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag7'}",,,
30716110,,baifeng_2,307161,,touch_drag9,1,0,"{0,9}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,"{type=1,change={{1,{'touch_drag10'},1},{1,{'touch_drag11'},1},{1,{'touch_drag12'},1},{2,{'touch_idle12'},9},{2,{'touch_drag19'},0}}}",{type = 7},,,
30716111,,baifeng_2,307161,TouchDrag10,touch_drag10,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag10',focus = 1,down=1}",,,
30716112,,baifeng_2,307161,TouchDrag11,touch_drag11,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag11',focus = 1,down=1}",,,
30716113,,baifeng_2,307161,TouchDrag12,touch_drag12,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag12',focus = 1,down=1}",,,
30716114,,baifeng_2,307161,TouchIdle5,touchIdle5,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 5,idle_focus = 1}",,
30716115,,baifeng_2,307161,TouchIdle6,touchIdle6,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 6,idle_focus = 1}",,
30716116,,baifeng_2,307161,TouchIdle7,touchIdle7,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 7,idle_focus = 1}",,
30716117,,baifeng_2,307161,TouchIdle8,touchIdle8,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 2,idle_focus = 1}",,
30716118,,baifeng_2,307161,TouchIdle9,touchIdle9,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 3,idle_focus = 1}",,
30716119,,baifeng_2,307161,TouchIdle10,touchIdle10,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 4,idle_focus = 1}",,
30716120,,baifeng_2,307161,TouchDrag8,,1,0,"{0,10}",,1,,1,1,0,,,,0,0,1000,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag8'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle=9}",,
30716121,,baifeng_2,307161,,,1,0,"{0,1}",,1,,1,1,0,,,,0,0,3000,100,-1,,,,0,0,0,0,1,,,,,
30716122,框TouchDrag13，超时不点击自动进idle2,baifeng_2,307161,TouchDrag13,,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 10 ,action = 'touch_drag9',trigger_name = 'idle',trigger_index=9,trigger_rate=0.95}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
30716123,框TouchDrag13，值在5~10时进入idle8,baifeng_2,307161,TouchDrag13,,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 11 ,action = 'touch_idle8',num={5,10},parameter='touch_drag13'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17','touch_drag6'},idle=8}",,
30716124,框TouchDrag13，值在0~5时进入 idle2,baifeng_2,307161,TouchDrag13,,1,0,"{0,10}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 11 ,action = 'touch_drag9',num={0,5},parameter='touch_drag13'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle=1}",,
30716125,,baifeng_2,307161,TouchIdle11,touchIdle11,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle11'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17','touch_drag6'},idle = 11}",,
30716126,,baifeng_2,307161,TouchIdle12,touchIdle12,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle12'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 20}",,
30716127,,baifeng_2,307161,TouchIdle13,touchIdle13,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle13'}","{enable = {},ignore = {},idle = 0}",,
30716128,,baifeng_2,307161,TouchIdle14,touchIdle14,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle14'}","{enable = {},ignore = {},idle = 0}",,
30716129,,baifeng_2,307161,TouchIdle15,touchIdle15,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle15'}","{enable = {},ignore = {},idle = 0}",,
30716130,,baifeng_2,307161,TouchIdle16,touchIdle16,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle16'}","{enable = {},ignore = {},idle = 0}",,
30716131,,baifeng_2,307161,TouchIdle17,touchIdle17,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle17'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle=17}",,
30716132,,baifeng_2,307161,TouchIdle18,touchIdle18,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle18'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle= 1}",,
30716133,,baifeng_2,307161,TouchDrag14,touch_drag14,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
30716134,,baifeng_2,307161,TouchDrag16,touch_drag16,1,0,"{0,1}",,1,,1,1,1,,,,-50,0,100,100,-1,,,,0,0,0,0,1,"{type=3,change={{2,{1},0}}}",,,,
30716135,,baifeng_2,307161,TouchIdle19,touchIdle19,1,0,"{0,1}",,1,,1,1,0,,,,0,0,150,100,-1,,,,0,0,0,0,1,,"{type = 3 , action_list = {{action =  'touch_idle19',time = 1}}}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 19}",,
30716136,,baifeng_2,307161,TouchIdle3,touchIdle3,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 17,idle_focus = 1}",,
30716137,,baifeng_2,307161,TouchDrag15,touch_drag15,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag15'}",,,
30716138,,baifeng_2,307161,TouchIdle20,touchIdle20,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 20,idle_focus = 1}",,
30716139,,baifeng_2,307161,TouchDrag17,touch_drag17,2,0,"{-10,10}",,1,,1,0,0,,,,60,30,100,100,300,,1,1,0,0,0,0,1,,,,0,"{list={{name='touch_drag17',type=101},{name='touch_drag18',type=102}}}"
30716140,,baifeng_2,307161,TouchDrag19,touch_drag19,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,1,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag19'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head','touch_idle17'},idle = 2}",,
30716141,,baifeng_2,307161,TouchDrag20,touch_drag20,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
70502201,,suweiaitongmeng_3,705022,TouchDrag1,empty,1,0,"{0,1}",,1,{idle_on={0}},0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag1',focus = 1,down=1}",,,
70502202,,suweiaitongmeng_3,705022,TouchDrag2,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag2',focus = 1,down=1}",,,
70502203,,suweiaitongmeng_3,705022,TouchDrag3,touch_drag3,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag3'}",,,
70502204,,suweiaitongmeng_3,705022,TouchDrag4,touch_drag4,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag4'}",,,
70502205,,suweiaitongmeng_3,705022,TouchDrag5,touch_drag5,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag5'}",,,
70502206,,suweiaitongmeng_3,705022,,touch_drag1,2,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_drag3'},0.5}}}",{type = 7},,,
70502207,,suweiaitongmeng_3,705022,TouchIdle1,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle1'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 1}",,
70502208,,suweiaitongmeng_3,705022,TouchIdle2,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle2'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
70502209,,suweiaitongmeng_3,705022,TouchIdle3,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 3,idle_focus = 1}",,
70502210,,suweiaitongmeng_3,705022,TouchIdle4,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle3'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
